Chemical Name	Chemical ID	CAS RN	Gene Symbol	Gene ID	Interaction	Interaction Actions	Reference Count	Organism Count
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CPEB2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CPED1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CPT1A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CPTP mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CSAD mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CUL4B mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CXCL2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CXCL5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CXCL8 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CXORF38 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CXXC5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of D2HGDH mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DBF4B mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DDX11 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DDX17 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DDX39A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DDX5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DEF8 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DENND3 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DENND4C mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DEPDC1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DGAT2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DIRAS1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DLG4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DMTF1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DNAH1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DNHD1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DNM1L mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DOK5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DPAGT1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DRAP1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DST mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DUSP5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of DYNC1H1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EBLN2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ECHDC1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EEF2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EFTUD2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EID3 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EIF4G1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EIF5A2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EIF6 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EMC3-AS1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EML4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ENO1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ENPP2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ENTPD6 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EP400 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ESYT1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ETS2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of EVA1A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FAH mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FAM120A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FAP mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FAR2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FASTKD2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FAT1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FBN2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FBXO41 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FER1L4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FGR mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FHIP1B mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FHOD1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FJX1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FKBP1A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FLNB mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FLOT2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FNBP1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FNBP4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FOSL1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FRMD4A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FRMPD4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FXYD5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of FZD9 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GAPDH mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GINS2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GLRXP3 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GNG11 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GOLGA6L5P mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GOLGA6L9 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GOLGA8A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GOT1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GPALPP1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GPCPD1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GPR135 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GPR32 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GRIPAP1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GSTO1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GTSE1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GUSBP2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of GUSBP4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HARS2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HAS1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HDAC10 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HDAC8 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HECTD4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HERC2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HERC4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HIP1R mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HIPK2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HIRA mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HK2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HMGA1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HMGA2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HMOX1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HNRNPAB mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HP mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HPS1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HSP90AA1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HSP90AB1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HSPA9 mRNA	affects^cotreatment|decreases^expression	1	1
